customerID,Contract,PaperlessBilling,PaymentMethod,pago_mensual,pago_total,pago_por_dia,deja_de_pagar
0052-YNYOT,One year,No,Electronic check,20.55,1343.4,0.685,0.0
0056-EPFBG,Two year,Yes,Credit card (automatic),39.4,825.4,1.3133333333333332,0.0
0057-QBUQH,Two year,Yes,Electronic check,25.1,1070.15,0.8366666666666667,0.0
0058-EVZWM,Month-to-month,Yes,Bank transfer (automatic),89.8,4959.6,2.993333333333333,0.0
0060-FUALY,Month-to-month,Yes,Electronic check,94.75,5597.65,3.158333333333333,0.0
0064-SUDOG,Two year,No,Bank transfer (automatic),20.3,224.5,0.6766666666666666,0.0
0064-YIJGF,Month-to-month,Yes,Bank transfer (automatic),75.75,1929.0,2.525,0.0
0067-DKWBL,Month-to-month,Yes,Electronic check,49.25,91.1,1.6416666666666666,1.0
0068-FIGTF,One year,No,Mailed check,78.2,2078.95,2.606666666666667,0.0
0071-NDAFP,Two year,No,Credit card (automatic),25.5,630.6,0.85,0.0
0074-HDKDG,One year,Yes,Bank transfer (automatic),61.6,1611.0,2.0533333333333332,0.0
0076-LVEPS,Month-to-month,Yes,Mailed check,45.0,1242.45,1.5,0.0
0078-XZMHT,Two year,Yes,Bank transfer (automatic),85.15,6316.2,2.8383333333333334,0.0
0080-EMYVY,One year,No,Credit card (automatic),51.45,727.85,1.715,0.0
0080-OROZO,One year,Yes,Electronic check,99.25,3532.0,3.308333333333333,0.0
0082-LDZUE,Month-to-month,Yes,Mailed check,44.3,44.3,1.4766666666666666,0.0
0082-OQIQY,Month-to-month,Yes,Electronic check,94.2,2607.6,3.14,0.0
0083-PIVIK,One year,No,Electronic check,81.25,5567.55,2.7083333333333335,0.0
0089-IIQKO,Month-to-month,Yes,Credit card (automatic),99.95,3767.4,3.3316666666666666,0.0
0093-EXYQL,Month-to-month,Yes,Electronic check,91.55,3673.6,3.0516666666666667,0.0
0093-XWZFY,Month-to-month,Yes,Credit card (automatic),104.5,4036.85,3.4833333333333334,1.0
0094-OIFMO,Month-to-month,Yes,Electronic check,95.0,1120.3,3.1666666666666665,1.0
0096-BXERS,Month-to-month,No,Electronic check,50.35,314.55,1.6783333333333335,0.0
0096-FCPUF,Month-to-month,Yes,Mailed check,64.5,1888.45,2.15,0.0
0098-BOWSO,Month-to-month,Yes,Electronic check,19.4,529.8,0.6466666666666666,0.0
0100-DUVFC,One year,Yes,Electronic check,104.8,7308.95,3.493333333333333,0.0
0103-CSITQ,One year,Yes,Bank transfer (automatic),109.4,6252.7,3.646666666666667,0.0
0104-PPXDV,One year,No,Credit card (automatic),50.3,2878.55,1.6766666666666665,0.0
0106-GHRQR,Month-to-month,Yes,Bank transfer (automatic),71.4,1212.1,2.3800000000000003,0.0
0106-UGRDO,Two year,Yes,Electronic check,116.0,8182.85,3.8666666666666667,0.0
0107-WESLM,Month-to-month,Yes,Electronic check,19.85,19.85,0.6616666666666667,1.0
0107-YHINA,Month-to-month,Yes,Electronic check,99.75,99.75,3.325,1.0
0111-KLBQG,Month-to-month,Yes,Mailed check,93.95,2861.45,3.131666666666667,0.0
0112-QAWRZ,Month-to-month,Yes,Bank transfer (automatic),90.8,1442.2,3.0266666666666664,0.0
0112-QWPNC,One year,No,Electronic check,84.35,4059.35,2.8116666666666665,1.0
0114-IGABW,Two year,No,Bank transfer (automatic),58.25,4145.9,1.9416666666666667,0.0
0114-PEGZZ,Month-to-month,No,Electronic check,107.55,3645.5,3.585,0.0
0114-RSRRW,Month-to-month,Yes,Bank transfer (automatic),19.95,187.75,0.6649999999999999,0.0
0115-TFERT,Month-to-month,Yes,Electronic check,111.2,2317.1,3.7066666666666666,1.0
0117-LFRMW,Month-to-month,No,Bank transfer (automatic),40.2,1448.8,1.34,1.0
0118-JPNOY,Month-to-month,Yes,Credit card (automatic),85.8,2193.65,2.86,0.0
0120-YZLQA,Two year,Yes,Credit card (automatic),19.9,1355.1,0.6633333333333333,
0121-SNYRK,One year,Yes,Mailed check,35.4,1748.9,1.18,0.0
0122-OAHPZ,Month-to-month,Yes,Electronic check,73.85,511.25,2.4616666666666664,1.0
0123-CRBRT,Two year,No,Mailed check,88.1,5526.75,2.9366666666666665,0.0
0125-LZQXK,Month-to-month,Yes,Electronic check,101.35,1553.95,3.378333333333333,1.0
0128-MKWSG,Month-to-month,No,Mailed check,45.8,1147.0,1.5266666666666666,0.0
0129-KPTWJ,Month-to-month,Yes,Electronic check,94.65,6747.35,3.1550000000000002,0.0
0129-QMPDR,One year,Yes,Bank transfer (automatic),20.5,865.05,0.6833333333333333,0.0
0130-SXOUN,Month-to-month,No,Credit card (automatic),89.4,5976.9,2.98,0.0
0133-BMFZO,Month-to-month,Yes,Electronic check,86.25,181.65,2.875,1.0
0134-XWXCE,One year,No,Bank transfer (automatic),74.85,3268.05,2.4949999999999997,0.0
0135-NMXAP,Month-to-month,Yes,Bank transfer (automatic),89.75,1052.4,2.9916666666666667,1.0
0136-IFMYD,Two year,Yes,Electronic check,109.95,7634.25,3.665,0.0
0137-OCGAB,Month-to-month,Yes,Mailed check,80.2,80.2,2.6733333333333333,1.0
0137-UDEUO,Month-to-month,No,Mailed check,19.85,63.75,0.6616666666666667,1.0
0139-IVFJG,Month-to-month,No,Electronic check,90.35,190.5,3.0116666666666663,0.0
0141-YEAYS,Month-to-month,Yes,Bank transfer (automatic),86.45,2401.05,2.881666666666667,0.0
0142-GVYSN,Month-to-month,Yes,Electronic check,20.3,511.25,0.6766666666666666,0.0
0147-ESWWR,Month-to-month,Yes,Electronic check,101.25,3949.15,3.375,0.0
0148-DCDOS,Month-to-month,Yes,Bank transfer (automatic),94.7,2362.1,3.1566666666666667,1.0
0151-ONTOV,Month-to-month,No,Mailed check,70.9,70.9,2.3633333333333337,1.0
0154-QYHJU,One year,Yes,Electronic check,58.75,1696.2,1.9583333333333333,
0156-FVPTA,Month-to-month,Yes,Electronic check,54.2,1152.7,1.8066666666666669,1.0
0162-RZGMZ,Month-to-month,No,Credit card (automatic),59.9,287.85,1.9966666666666666,
0164-APGRB,Two year,Yes,Electronic check,114.9,8496.7,3.83,0.0
0164-XAIRP,Two year,Yes,Bank transfer (automatic),19.55,470.2,0.6516666666666667,0.0
0168-XZKBB,Month-to-month,Yes,Electronic check,86.85,1564.4,2.895,0.0
0174-QRVVY,Two year,No,Credit card (automatic),25.35,1847.55,0.8450000000000001,0.0
0177-PXBAT,Month-to-month,Yes,Bank transfer (automatic),109.9,3694.7,3.6633333333333336,0.0
0178-CIIKR,Month-to-month,No,Mailed check,19.95,58.0,0.6649999999999999,0.0
0178-SZBHO,Month-to-month,No,Electronic check,87.2,4017.45,2.9066666666666667,0.0
0181-RITDD,Two year,No,Mailed check,108.15,6825.65,3.605,0.0
0186-CAERR,One year,Yes,Bank transfer (automatic),116.3,8309.55,3.8766666666666665,0.0
0187-QSXOE,Month-to-month,Yes,Electronic check,89.0,605.45,2.966666666666667,0.0
0187-WZNAB,Month-to-month,No,Mailed check,74.4,1972.35,2.48,0.0
0188-GWFLE,Month-to-month,No,Mailed check,20.05,33.7,0.6683333333333333,0.0
0191-EQUUH,Two year,No,Bank transfer (automatic),35.05,844.45,1.1683333333333332,0.0
0191-ZHSKZ,Month-to-month,Yes,Electronic check,74.75,2111.3,2.4916666666666667,0.0
0193-ESZXP,One year,Yes,Credit card (automatic),105.5,6205.5,3.5166666666666666,1.0
0195-IESCP,Month-to-month,Yes,Electronic check,85.25,855.3,2.841666666666667,1.0
0196-JTUQI,Month-to-month,Yes,Credit card (automatic),75.2,633.85,2.506666666666667,0.0
0196-VULGZ,Month-to-month,Yes,Electronic check,84.35,474.9,2.8116666666666665,1.0
0197-PNKNK,One year,No,Bank transfer (automatic),84.45,5848.6,2.815,0.0
0201-MIBOL,Two year,Yes,Bank transfer (automatic),102.4,6471.85,3.4133333333333336,0.0
0201-OAMXR,One year,No,Credit card (automatic),115.55,8127.6,3.8516666666666666,1.0
0203-HHYIJ,One year,No,Bank transfer (automatic),25.3,676.35,0.8433333333333334,1.0
0206-OYVOC,Two year,Yes,Mailed check,19.25,864.2,0.6416666666666667,0.0
0206-TBWLC,One year,Yes,Mailed check,114.65,6049.5,3.8216666666666668,0.0
0207-MDKNV,Month-to-month,No,Electronic check,105.1,1582.75,3.503333333333333,1.0
0208-BPQEJ,Month-to-month,No,Bank transfer (automatic),19.4,198.1,0.6466666666666666,0.0
0212-ISBBF,Month-to-month,Yes,Electronic check,50.35,1098.85,1.6783333333333335,0.0
0214-JHPFW,Two year,No,Bank transfer (automatic),57.8,4039.3,1.9266666666666665,0.0
0215-BQKGS,Month-to-month,Yes,Credit card (automatic),84.3,2438.6,2.81,0.0
0218-QNVAS,One year,No,Bank transfer (automatic),100.55,7113.75,3.3516666666666666,0.0
0219-QAERP,One year,No,Credit card (automatic),19.8,576.65,0.66,0.0
0219-YTZUE,Month-to-month,Yes,Bank transfer (automatic),84.8,371.9,2.8266666666666667,1.0
0220-EBGCE,Month-to-month,Yes,Electronic check,85.85,167.3,2.8616666666666664,1.0
0221-NAUXK,One year,Yes,Bank transfer (automatic),19.95,219.5,0.6649999999999999,0.0
0221-WMXNQ,Month-to-month,No,Electronic check,75.35,273.4,2.5116666666666663,0.0
0222-CNVPT,Month-to-month,Yes,Credit card (automatic),48.8,2555.05,1.6266666666666665,0.0
0224-HJAPT,Month-to-month,No,Electronic check,47.15,223.15,1.5716666666666665,1.0
0224-NIJLP,Two year,No,Mailed check,20.15,165.5,0.6716666666666666,0.0
0224-RLWWD,Month-to-month,Yes,Electronic check,44.3,89.3,1.4766666666666666,0.0
0225-ZORZP,Month-to-month,No,Electronic check,84.3,235.05,2.81,0.0
0228-MAUWC,Month-to-month,No,Electronic check,59.55,1144.6,1.9849999999999999,0.0
0229-LFJAF,Two year,No,Bank transfer (automatic),69.65,4908.25,2.3216666666666668,0.0
0230-UBYPQ,One year,No,Bank transfer (automatic),36.1,2298.9,1.2033333333333334,0.0
0230-WEQUW,Two year,Yes,Bank transfer (automatic),56.6,3789.2,1.8866666666666667,0.0
0231-LXVAP,Month-to-month,Yes,Electronic check,75.9,75.9,2.5300000000000002,1.0
0233-FTHAV,One year,Yes,Bank transfer (automatic),79.2,4765.0,2.64,0.0
0234-TEVTT,One year,No,Credit card (automatic),45.0,2196.3,1.5,0.0
0235-KGSLC,Month-to-month,Yes,Credit card (automatic),85.55,85.55,2.8516666666666666,1.0
0236-HFWSV,Month-to-month,Yes,Electronic check,93.35,1444.65,3.1116666666666664,1.0
0237-YFUTL,Month-to-month,Yes,Bank transfer (automatic),109.65,5405.8,3.6550000000000002,0.0
0238-WHBIQ,Two year,No,Credit card (automatic),89.7,6339.3,2.99,0.0
0239-OXEXL,Month-to-month,No,Mailed check,84.25,3847.6,2.808333333333333,0.0
0244-LGNFY,Two year,No,Bank transfer (automatic),92.65,6733.0,3.0883333333333334,0.0
0247-SLUJI,Month-to-month,No,Mailed check,19.7,19.7,0.6566666666666666,0.0
0248-IPDFW,Month-to-month,Yes,Electronic check,50.1,50.1,1.6700000000000002,0.0
0248-PGHBZ,Two year,Yes,Bank transfer (automatic),92.45,6140.85,3.0816666666666666,0.0
0253-ZTEOB,Two year,No,Electronic check,79.65,3870.3,2.6550000000000002,0.0
0254-FNMCI,Two year,Yes,Electronic check,109.9,7624.2,3.6633333333333336,0.0
0254-KCJGT,One year,Yes,Credit card (automatic),81.4,4354.45,2.7133333333333334,0.0
0254-WWRKD,One year,No,Credit card (automatic),50.55,3431.75,1.6849999999999998,0.0
0256-LTHVJ,Month-to-month,Yes,Electronic check,81.05,2227.1,2.7016666666666667,1.0
0257-KXZGU,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,2.0816666666666666,0.0
0257-ZESQC,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,2.506666666666667,1.0
0258-NOKBL,Month-to-month,No,Electronic check,90.4,268.45,3.0133333333333336,0.0
0259-GBZSH,Month-to-month,Yes,Electronic check,85.65,181.5,2.855,1.0
0260-ZDLGK,Month-to-month,Yes,Mailed check,72.9,651.4,2.43,1.0
0263-FJTQO,Two year,Yes,Credit card (automatic),70.5,3486.65,2.35,0.0
0264-CNITK,Two year,No,Bank transfer (automatic),20.1,1389.6,0.67,0.0
0265-EDXBD,Month-to-month,Yes,Electronic check,74.9,2303.35,2.496666666666667,1.0
0265-PSUAE,Month-to-month,No,Bank transfer (automatic),100.7,1522.7,3.356666666666667,0.0
0266-CLZKZ,Two year,Yes,Bank transfer (automatic),105.65,6717.9,3.521666666666667,0.0
0266-GMEAO,Two year,Yes,Credit card (automatic),114.3,8058.55,3.81,0.0
0268-QKIWO,Month-to-month,No,Electronic check,19.75,58.85,0.6583333333333333,1.0
0269-XFESX,One year,No,Mailed check,24.35,538.5,0.8116666666666668,0.0
0270-THENM,Two year,No,Bank transfer (automatic),69.85,5102.35,2.328333333333333,0.0
0274-JKUJR,Month-to-month,No,Mailed check,58.85,465.7,1.9616666666666667,0.0
0274-VVQOQ,One year,Yes,Bank transfer (automatic),103.15,6792.45,3.4383333333333335,
0277-BKSQP,Month-to-month,Yes,Electronic check,54.4,475.1,1.8133333333333332,0.0
0277-ORXQS,Two year,No,Bank transfer (automatic),50.55,3364.55,1.6849999999999998,0.0
0278-YXOOG,Month-to-month,No,Mailed check,21.05,113.85,0.7016666666666667,1.0
0280-XJGEX,Month-to-month,Yes,Bank transfer (automatic),103.7,5036.3,3.4566666666666666,1.0
0281-CNTZX,Two year,Yes,Bank transfer (automatic),19.95,1234.8,0.6649999999999999,0.0
0282-NVSJS,Month-to-month,Yes,Mailed check,29.3,355.9,0.9766666666666667,0.0
0285-INHLN,Month-to-month,Yes,Credit card (automatic),54.75,1510.3,1.825,0.0
0289-IVARM,Month-to-month,No,Electronic check,60.55,1982.6,2.018333333333333,0.0
0292-WEGCH,Month-to-month,Yes,Electronic check,86.2,4524.05,2.8733333333333335,0.0
0295-PPHDO,Month-to-month,Yes,Electronic check,95.45,95.45,3.1816666666666666,1.0
0295-QVKPB,Month-to-month,Yes,Credit card (automatic),63.95,318.1,2.131666666666667,0.0
0297-RBCSG,One year,Yes,Bank transfer (automatic),65.35,1231.85,2.1783333333333332,0.0
0298-XACET,Two year,No,Mailed check,50.2,2554.0,1.6733333333333333,0.0
0301-FIDRB,Two year,Yes,Bank transfer (automatic),63.8,4684.3,2.1266666666666665,0.0
0301-KOBTQ,Two year,Yes,Bank transfer (automatic),20.05,614.45,0.6683333333333333,0.0
0302-JOIVN,Month-to-month,No,Electronic check,101.15,842.9,3.371666666666667,1.0
0303-UNCIP,One year,No,Mailed check,65.0,2531.8,2.1666666666666665,0.0
0303-WMMRN,Month-to-month,Yes,Mailed check,19.25,86.05,0.6416666666666667,0.0
0305-SQECB,One year,Yes,Mailed check,36.05,402.6,1.2016666666666667,0.0
0306-JAELE,Month-to-month,Yes,Electronic check,96.1,453.4,3.203333333333333,1.0
0307-BCOPK,One year,No,Mailed check,19.05,326.65,0.635,0.0
0308-GIQJT,One year,No,Bank transfer (automatic),105.75,7382.85,3.525,0.0
0308-IVGOK,One year,Yes,Credit card (automatic),40.4,422.6,1.3466666666666667,0.0
0310-MVLET,Month-to-month,Yes,Electronic check,99.15,6010.05,3.305,1.0
0310-SUCIN,One year,Yes,Bank transfer (automatic),84.8,6046.1,2.8266666666666667,0.0
0310-VQXAM,Month-to-month,No,Mailed check,19.85,178.8,0.6616666666666667,0.0
0311-QYWSS,Month-to-month,Yes,Electronic check,49.45,314.6,1.6483333333333334,0.0
0311-UNPFF,Month-to-month,Yes,Bank transfer (automatic),88.8,2274.35,2.96,1.0
0314-TKOSI,Month-to-month,No,Mailed check,55.15,322.9,1.8383333333333334,0.0
0315-LVCRK,Month-to-month,No,Electronic check,84.8,888.75,2.8266666666666667,0.0
0318-QUUOB,Month-to-month,Yes,Electronic check,80.55,80.55,2.685,1.0
0318-ZOPWS,Two year,Yes,Bank transfer (automatic),20.15,973.35,0.6716666666666666,0.0
0319-QZTCO,Month-to-month,Yes,Credit card (automatic),58.7,168.6,1.9566666666666668,0.0
0320-DWVTU,Two year,No,Mailed check,99.5,5424.25,3.316666666666667,0.0
0320-JDNQG,Month-to-month,Yes,Electronic check,99.85,2331.3,3.328333333333333,1.0
0322-CHQRU,Month-to-month,No,Electronic check,45.35,89.5,1.5116666666666667,1.0
0322-YINQP,Month-to-month,Yes,Mailed check,48.55,48.55,1.6183333333333332,1.0
0323-XWWTN,Two year,Yes,Mailed check,26.4,121.25,0.88,0.0
0324-BRPCJ,Month-to-month,Yes,Electronic check,100.2,6851.65,3.3400000000000003,1.0
0325-XBFAC,Month-to-month,Yes,Electronic check,94.7,740.3,3.1566666666666667,1.0
0326-VDYXE,One year,Yes,Electronic check,97.65,6982.5,3.2550000000000003,0.0
0327-WFZSY,One year,No,Electronic check,100.0,3835.55,3.3333333333333335,0.0
0328-GRPMV,Month-to-month,Yes,Electronic check,70.1,70.1,2.3366666666666664,1.0
0328-IBUPK,Two year,No,Bank transfer (automatic),34.2,1782.0,1.1400000000000001,
0329-GTIAJ,Month-to-month,Yes,Electronic check,97.9,315.3,3.2633333333333336,1.0
0330-BGYZE,One year,No,Bank transfer (automatic),102.5,6157.6,3.4166666666666665,0.0
0330-IVZHA,Month-to-month,No,Electronic check,69.95,330.15,2.3316666666666666,1.0
0334-GDDSO,Month-to-month,Yes,Electronic check,81.35,233.7,2.7116666666666664,1.0
0334-ZFJSR,One year,Yes,Credit card (automatic),66.05,3462.1,2.2016666666666667,0.0
0336-KXKFK,Two year,Yes,Credit card (automatic),61.2,4390.25,2.04,0.0
0336-PIKEI,Two year,No,Bank transfer (automatic),74.4,5360.75,2.48,0.0
0337-CNPZE,Month-to-month,Yes,Electronic check,106.3,4443.45,3.5433333333333334,1.0
0343-QLUZP,Two year,No,Bank transfer (automatic),39.6,2424.5,1.32,0.0
0345-HKJVM,Month-to-month,No,Electronic check,89.3,577.6,2.9766666666666666,1.0
0345-XMMUG,Two year,Yes,Credit card (automatic),108.9,4854.3,3.6300000000000003,0.0
0347-UBKUZ,Month-to-month,No,Mailed check,19.9,320.45,0.6633333333333333,0.0
0348-SDKOL,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,3.4033333333333333,1.0
0354-VXMJC,Two year,No,Credit card (automatic),19.6,426.65,0.6533333333333334,0.0
0354-WYROK,Month-to-month,Yes,Electronic check,98.9,2911.3,3.296666666666667,1.0
0356-ERHVT,Month-to-month,Yes,Bank transfer (automatic),45.9,521.9,1.53,0.0
0356-OBMAC,Two year,Yes,Bank transfer (automatic),99.9,5706.3,3.33,0.0
0357-NVCRI,Month-to-month,No,Credit card (automatic),20.05,471.7,0.6683333333333333,0.0
0361-HJRDX,Two year,No,Credit card (automatic),64.35,4539.6,2.145,0.0
0362-RAOQO,Two year,No,Credit card (automatic),19.65,830.25,0.6549999999999999,0.0
0362-ZBZWJ,Month-to-month,Yes,Electronic check,84.9,3067.2,2.83,1.0
0363-QJVFX,Month-to-month,Yes,Credit card (automatic),108.15,3432.9,3.605,1.0
0363-SVHYR,Two year,No,Bank transfer (automatic),86.85,6263.8,2.895,0.0
0365-BZUWY,Month-to-month,Yes,Electronic check,102.55,1742.5,3.4183333333333334,0.0
0365-GXEZS,Month-to-month,No,Electronic check,78.2,1468.75,2.606666666666667,0.0
0365-TRTPY,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,3.04,0.0
0366-NQSHS,Month-to-month,No,Mailed check,19.35,46.35,0.645,0.0
0369-ZGOVK,One year,Yes,Bank transfer (automatic),70.4,1992.2,2.3466666666666667,0.0
0373-AIVNJ,One year,No,Mailed check,39.55,373.0,1.3183333333333331,0.0
0374-AACSZ,Month-to-month,No,Electronic check,50.15,50.15,1.6716666666666666,0.0
0374-FIUCA,Two year,Yes,Credit card (automatic),20.4,1414.45,0.6799999999999999,0.0
0374-IOEGQ,Month-to-month,No,Electronic check,44.6,122.7,1.4866666666666668,0.0
0375-HVGXO,Month-to-month,Yes,Electronic check,34.7,34.7,1.1566666666666667,1.0
0376-OIWME,Month-to-month,Yes,Electronic check,93.6,3366.05,3.1199999999999997,0.0
0376-YMCJC,Month-to-month,Yes,Electronic check,90.6,1943.2,3.02,1.0
0377-JBKKT,Month-to-month,Yes,Mailed check,57.95,1271.8,1.9316666666666669,0.0
0378-CJKPV,Two year,No,Credit card (automatic),112.1,7965.95,3.7366666666666664,0.0
0378-NHQXU,Month-to-month,No,Electronic check,88.25,1460.65,2.941666666666667,1.0
0378-TOVMS,Month-to-month,No,Electronic check,85.8,272.2,2.86,1.0
0378-XSZPU,One year,No,Credit card (automatic),60.3,3563.8,2.01,1.0
0379-DJQHR,Two year,No,Credit card (automatic),81.35,5398.6,2.7116666666666664,0.0
0380-NEAVX,One year,Yes,Electronic check,99.85,3343.15,3.328333333333333,0.0
0380-ZCSBI,Month-to-month,No,Credit card (automatic),20.0,198.7,0.6666666666666666,0.0
0383-CLDDA,Two year,Yes,Credit card (automatic),85.35,5897.4,2.8449999999999998,0.0
0384-LPITE,One year,No,Credit card (automatic),62.05,2511.55,2.0683333333333334,0.0
0384-RVBPI,Month-to-month,No,Credit card (automatic),64.4,1398.6,2.146666666666667,0.0
0386-CWRGM,Two year,No,Mailed check,19.4,967.85,0.6466666666666666,0.0
0388-EOPEX,Month-to-month,Yes,Electronic check,74.4,139.4,2.48,1.0
0390-DCFDQ,Month-to-month,Yes,Mailed check,70.45,70.45,2.3483333333333336,1.0
0392-BZIUW,Two year,Yes,Credit card (automatic),105.0,7589.8,3.5,0.0
0394-YONDK,Two year,No,Credit card (automatic),25.15,1790.15,0.8383333333333333,0.0
0396-HUJBP,Month-to-month,No,Mailed check,19.3,44.4,0.6433333333333333,0.0
0396-UKGAI,Month-to-month,Yes,Bank transfer (automatic),55.3,1284.2,1.8433333333333333,0.0
0396-YCHWO,Month-to-month,Yes,Electronic check,95.4,3474.2,3.18,0.0
0397-GZBBC,Month-to-month,Yes,Bank transfer (automatic),93.85,5574.75,3.128333333333333,1.0
0397-ZXWQF,Two year,No,Bank transfer (automatic),20.5,1430.95,0.6833333333333333,0.0
0401-WDBXM,Two year,Yes,Bank transfer (automatic),105.55,7542.25,3.518333333333333,0.0
0402-CQAJN,Month-to-month,Yes,Bank transfer (automatic),101.9,3545.35,3.396666666666667,1.0
0402-OAMEN,Two year,No,Bank transfer (automatic),24.45,1709.1,0.815,0.0
0404-AHASP,Two year,No,Credit card (automatic),19.7,1421.9,0.6566666666666666,0.0
0404-SWRVG,Month-to-month,Yes,Electronic check,74.4,229.55,2.48,1.0
0406-BPDVR,One year,Yes,Credit card (automatic),101.5,5373.1,3.3833333333333333,1.0
0407-BDJKB,Month-to-month,Yes,Electronic check,95.75,5742.9,3.191666666666667,1.0
0409-WTMPL,One year,Yes,Credit card (automatic),110.65,6526.65,3.6883333333333335,0.0
0410-IPFTY,Month-to-month,Yes,Bank transfer (automatic),83.85,2674.15,2.795,0.0
0411-EZJZE,Month-to-month,Yes,Electronic check,60.25,170.5,2.0083333333333333,0.0
0412-UCCNP,Two year,Yes,Electronic check,59.2,3175.85,1.9733333333333334,0.0
0415-MOSGF,Month-to-month,No,Mailed check,44.4,44.4,1.48,1.0
0419-YAAPX,Month-to-month,Yes,Credit card (automatic),85.3,4297.95,2.8433333333333333,0.0
0420-BWTPW,Month-to-month,No,Mailed check,25.5,215.2,0.85,1.0
0420-HLGXF,Month-to-month,Yes,Electronic check,99.75,4036.0,3.325,0.0
0420-TXVSG,Two year,Yes,Credit card (automatic),66.1,4428.45,2.203333333333333,0.0
0422-OHQHQ,One year,No,Mailed check,20.55,295.95,0.685,0.0
0422-UXFAP,One year,Yes,Electronic check,98.85,4947.55,3.295,0.0
0423-UDIJQ,Month-to-month,No,Mailed check,49.2,447.9,1.6400000000000001,0.0
0426-TIRNE,Month-to-month,No,Mailed check,20.9,20.9,0.6966666666666667,1.0
0428-AXXLJ,One year,Yes,Bank transfer (automatic),19.5,516.3,0.65,0.0
0428-IKYCP,Month-to-month,Yes,Bank transfer (automatic),87.0,1850.65,2.9,0.0
0430-IHCDJ,Month-to-month,Yes,Electronic check,49.0,749.25,1.6333333333333333,0.0
0431-APWVY,One year,Yes,Bank transfer (automatic),90.1,2598.95,3.003333333333333,1.0
0432-CAJZV,Month-to-month,No,Mailed check,90.7,237.65,3.0233333333333334,0.0
0434-CSFON,Month-to-month,Yes,Electronic check,100.5,4707.1,3.35,0.0
0436-TWFFZ,Two year,Yes,Mailed check,85.25,5714.2,2.841666666666667,0.0
